City,Date,Avg
nan,2023/11/19,6.370833333333334
nan,2023/11/20,6.087500000000001
nan,2023/11/21,5.966666666666668
nan,2023/11/22,4.0249999999999995
nan,2023/11/23,4.3374999999999995
nan,2023/11/24,11.5625
nan,2023/11/25,9.066666666666666
nan,2023/11/26,8.325000000000001
nan,2023/11/27,5.558333333333334
nan,2023/11/28,9.095833333333333
nan,2023/11/29,3.6166666666666667
nan,2023/11/30,9.395833333333334
nan,2023/12/01,10.762499999999998
nan,2023/12/02,8.308333333333334
nan,2023/12/03,7.204166666666667
nan,2023/12/04,3.591666666666667
nan,2023/12/05,4.879166666666667
nan,2023/12/06,3.0499999999999994
nan,2023/12/07,6.6499999999999995
nan,2023/12/08,1.5875000000000001
nan,2023/12/09,2.125
nan,2023/12/10,1.6541666666666668
nan,2023/12/11,1.6666666666666667
nan,2023/12/12,8.834782608695651
nan,2023/12/13,7.216666666666666
nan,2023/12/14,1.2041666666666666
nan,2023/12/15,2.233333333333334
nan,2023/12/16,12.566666666666665
nan,2023/12/17,11.612500000000002
nan,2023/12/18,6.129166666666666
nan,2023/12/19,7.625
nan,2023/12/20,12.791666666666666
nan,2023/12/21,13.104166666666666
nan,2023/12/22,11.558333333333332
nan,2023/12/23,9.504166666666668
nan,2023/12/24,10.579166666666666
nan,2023/12/25,9.25
nan,2023/12/26,7.4750000000000005
nan,2023/12/27,3.9416666666666664
nan,2023/12/28,3.9083333333333337
nan,2023/12/29,7.820833333333333
nan,2023/12/30,2.158333333333333
nan,2023/12/31,5.658333333333334
南投市,2023/01/01,0.6791666666666667
南投市,2023/01/02,1.1166666666666667
南投市,2023/01/03,1.4416666666666667
南投市,2023/01/04,1.25
南投市,2023/01/05,1.3458333333333332
南投市,2023/01/06,1.4291666666666665
南投市,2023/01/07,0.8958333333333334
南投市,2023/01/08,0.9916666666666667
南投市,2023/01/09,1.2083333333333333
南投市,2023/01/10,0.9434782608695653
南投市,2023/01/11,1.1083333333333334
南投市,2023/01/12,0.9708333333333333
南投市,2023/01/13,0.6583333333333333
南投市,2023/01/14,1.3083333333333333
南投市,2023/01/15,1.9458333333333335
南投市,2023/01/16,1.9333333333333333
南投市,2023/01/17,1.7583333333333335
南投市,2023/01/18,1.7791666666666668
南投市,2023/01/19,1.1083333333333334
南投市,2023/01/20,1.2249999999999999
南投市,2023/01/21,1.2333333333333334
南投市,2023/01/22,1.4708333333333332
南投市,2023/01/23,1.1708333333333332
南投市,2023/01/24,3.091666666666667
南投市,2023/01/25,1.5333333333333332
南投市,2023/01/26,1.4416666666666667
南投市,2023/01/27,2.2041666666666666
南投市,2023/01/28,1.925
南投市,2023/01/29,1.3083333333333333
南投市,2023/01/30,1.2625
南投市,2023/01/31,1.3500000000000003
南投市,2023/02/01,1.1375000000000002
南投市,2023/02/02,1.4041666666666668
南投市,2023/02/03,1.2583333333333335
南投市,2023/02/04,1.3541666666666667
南投市,2023/02/05,1.1166666666666667
南投市,2023/02/06,0.7374999999999999
南投市,2023/02/07,1.2458333333333336
南投市,2023/02/08,1.25
南投市,2023/02/09,1.1083333333333334
南投市,2023/02/10,1.1291666666666667
南投市,2023/02/11,1.2166666666666668
南投市,2023/02/12,0.9708333333333332
南投市,2023/02/13,1.4625000000000001
南投市,2023/02/14,1.9749999999999999
南投市,2023/02/15,2.1666666666666665
南投市,2023/02/16,1.5291666666666668
南投市,2023/02/17,1.3416666666666668
南投市,2023/02/18,1.1708333333333334
南投市,2023/02/19,1.4249999999999998
南投市,2023/02/20,1.7833333333333332
南投市,2023/02/21,1.7583333333333335
南投市,2023/02/22,1.7124999999999997
南投市,2023/02/23,1.1583333333333332
南投市,2023/02/24,1.9166666666666667
南投市,2023/02/25,1.9000000000000001
南投市,2023/02/26,1.7750000000000001
南投市,2023/02/27,1.4624999999999997
南投市,2023/02/28,1.425
南投市,2023/03/01,1.5666666666666667
南投市,2023/03/02,1.6708333333333334
南投市,2023/03/03,1.3291666666666668
南投市,2023/03/04,1.4375
南投市,2023/03/05,1.4375
南投市,2023/03/06,1.5291666666666668
南投市,2023/03/07,1.5708333333333335
南投市,2023/03/08,1.4583333333333333
南投市,2023/03/09,1.575
南投市,2023/03/10,1.4875
南投市,2023/03/11,1.55
南投市,2023/03/12,1.9291666666666665
南投市,2023/03/13,1.8041666666666665
南投市,2023/03/14,1.258333333333333
南投市,2023/03/15,1.2874999999999999
南投市,2023/03/16,1.3541666666666667
南投市,2023/03/17,1.2583333333333333
南投市,2023/03/18,1.4333333333333336
南投市,2023/03/19,1.5625
南投市,2023/03/20,1.1583333333333332
南投市,2023/03/21,1.7521739130434784
南投市,2023/03/22,1.9166666666666667
南投市,2023/03/23,1.7458333333333333
南投市,2023/03/24,1.5249999999999997
南投市,2023/03/25,1.6541666666666666
南投市,2023/03/26,1.6083333333333334
南投市,2023/03/27,1.4458333333333335
南投市,2023/03/28,1.6291666666666667
南投市,2023/03/29,1.2249999999999999
南投市,2023/03/30,1.429166666666667
南投市,2023/03/31,1.1125
南投市,2023/04/01,0.9166666666666666
南投市,2023/04/02,1.2375
南投市,2023/04/03,1.4666666666666668
南投市,2023/04/04,1.2666666666666666
南投市,2023/04/05,1.4333333333333336
南投市,2023/04/06,0.9583333333333334
南投市,2023/04/07,1.8291666666666666
南投市,2023/04/08,1.3666666666666665
南投市,2023/04/09,1.4625000000000001
南投市,2023/04/10,1.4791666666666667
南投市,2023/04/11,1.241666666666667
南投市,2023/04/12,1.5208333333333333
南投市,2023/04/13,1.2791666666666666
南投市,2023/04/14,1.4000000000000001
南投市,2023/04/15,1.3125000000000002
南投市,2023/04/16,1.375
南投市,2023/04/17,1.4875
南投市,2023/04/18,1.2083333333333333
南投市,2023/04/19,2.1958333333333333
南投市,2023/04/20,1.1791666666666665
南投市,2023/04/21,0.9666666666666668
南投市,2023/04/22,1.0125000000000002
南投市,2023/04/23,1.4083333333333334
南投市,2023/04/24,1.5291666666666668
南投市,2023/04/25,1.3125
南投市,2023/04/26,1.4833333333333334
南投市,2023/04/27,1.2583333333333335
南投市,2023/04/28,1.4541666666666666
南投市,2023/04/29,1.2750000000000001
南投市,2023/04/30,1.4333333333333333
南投市,2023/05/01,1.6791666666666665
南投市,2023/05/02,1.4666666666666668
南投市,2023/05/03,1.2583333333333333
南投市,2023/05/04,1.4875
南投市,2023/05/05,1.8166666666666667
南投市,2023/05/06,1.8625
南投市,2023/05/07,1.425
南投市,2023/05/08,1.375
南投市,2023/05/09,1.2041666666666666
南投市,2023/05/10,1.0833333333333333
南投市,2023/05/11,1.0291666666666668
南投市,2023/05/12,1.2750000000000001
南投市,2023/05/13,0.9458333333333334
南投市,2023/05/14,0.8791666666666668
南投市,2023/05/15,1.1583333333333334
南投市,2023/05/16,1.3391304347826087
南投市,2023/05/17,1.4166666666666667
南投市,2023/05/18,1.9458333333333335
南投市,2023/05/19,1.741666666666667
南投市,2023/05/20,1.2
南投市,2023/05/21,1.7791666666666668
南投市,2023/05/22,1.8333333333333333
南投市,2023/05/23,1.5791666666666668
南投市,2023/05/24,1.3375000000000001
南投市,2023/05/25,1.1458333333333333
南投市,2023/05/26,1.5375000000000003
南投市,2023/05/27,1.1833333333333333
南投市,2023/05/28,1.4833333333333334
南投市,2023/05/29,1.5374999999999999
南投市,2023/05/30,1.4083333333333332
南投市,2023/05/31,1.7875000000000003
南投市,2023/06/01,2.0500000000000003
南投市,2023/06/02,1.6666666666666667
南投市,2023/06/03,1.0374999999999999
南投市,2023/06/04,1.5708333333333335
南投市,2023/06/05,1.6958333333333335
南投市,2023/06/06,1.4958333333333333
南投市,2023/06/07,1.6125
南投市,2023/06/08,1.1375
南投市,2023/06/09,1.1791666666666667
南投市,2023/06/10,1.2791666666666668
南投市,2023/06/11,1.0083333333333333
南投市,2023/06/12,1.275
南投市,2023/06/13,1.1208333333333333
南投市,2023/06/14,1.0999999999999999
南投市,2023/06/15,1.1333333333333333
南投市,2023/06/16,0.9041666666666667
南投市,2023/06/17,1.0541666666666667
南投市,2023/06/18,1.5666666666666664
南投市,2023/06/19,1.8916666666666668
南投市,2023/06/20,2.125
南投市,2023/06/21,2.1958333333333333
南投市,2023/06/22,1.9208333333333332
南投市,2023/06/23,1.5833333333333333
南投市,2023/06/24,1.6875
南投市,2023/06/25,1.7375
南投市,2023/06/26,1.2874999999999999
南投市,2023/06/27,1.5
南投市,2023/06/28,1.0708333333333335
南投市,2023/06/29,1.4291666666666665
南投市,2023/06/30,0.6291666666666668
南投市,2023/07/01,1.5083333333333335
南投市,2023/07/02,1.6333333333333335
南投市,2023/07/03,1.5458333333333332
南投市,2023/07/04,1.95
南投市,2023/07/05,2.0916666666666663
南投市,2023/07/06,2.2125
南投市,2023/07/07,2.279166666666667
南投市,2023/07/08,2.0708333333333333
南投市,2023/07/09,2.1750000000000003
南投市,2023/07/10,2.033333333333333
南投市,2023/07/11,1.3956521739130436
南投市,2023/07/12,1.5125
南投市,2023/07/13,1.5374999999999999
南投市,2023/07/14,1.4000000000000001
南投市,2023/07/15,1.4083333333333332
南投市,2023/07/16,1.15
南投市,2023/07/17,1.2916666666666667
南投市,2023/07/18,1.2333333333333332
南投市,2023/07/19,1.2000000000000002
南投市,2023/07/20,1.7666666666666668
南投市,2023/07/21,1.3227272727272728
南投市,2023/07/22,1.5291666666666668
南投市,2023/07/23,1.6666666666666667
南投市,2023/07/24,1.2833333333333332
南投市,2023/07/25,1.2416666666666667
南投市,2023/07/26,0.9583333333333334
南投市,2023/07/27,0.9
南投市,2023/07/28,0.8541666666666666
南投市,2023/07/29,0.9916666666666667
南投市,2023/07/30,1.2583333333333335
南投市,2023/07/31,1.4749999999999999
南投市,2023/08/01,1.3875
南投市,2023/08/02,1.2708333333333333
南投市,2023/08/03,2.3375
南投市,2023/08/04,3.3458333333333337
南投市,2023/08/05,1.3583333333333334
南投市,2023/08/06,2.091666666666667
南投市,2023/08/07,2.408333333333333
南投市,2023/08/08,2.095833333333333
南投市,2023/08/09,1.5250000000000001
南投市,2023/08/10,1.6958333333333335
南投市,2023/08/11,1.4875
南投市,2023/08/12,1.7333333333333332
南投市,2023/08/13,2.2083333333333335
南投市,2023/08/14,1.4166666666666667
南投市,2023/08/15,1.1624999999999999
南投市,2023/08/16,0.9250000000000002
南投市,2023/08/17,1.7166666666666668
南投市,2023/08/18,0.8541666666666666
南投市,2023/08/19,1.1666666666666667
南投市,2023/08/20,1.3166666666666667
南投市,2023/08/21,1.175
南投市,2023/08/22,1.1291666666666667
南投市,2023/08/23,1.075
南投市,2023/08/24,1.2791666666666666
南投市,2023/08/25,1.5541666666666665
南投市,2023/08/26,1.3333333333333333
南投市,2023/08/27,1.0833333333333333
南投市,2023/08/28,1.0458333333333332
南投市,2023/08/29,1.2125000000000001
南投市,2023/08/30,1.366666666666667
南投市,2023/08/31,1.0
南投市,2023/09/01,1.1875
南投市,2023/09/02,1.0
南投市,2023/09/03,0.9875000000000002
南投市,2023/09/04,0.7250000000000001
南投市,2023/09/05,0.8541666666666666
南投市,2023/09/06,0.8249999999999998
南投市,2023/09/07,0.9624999999999999
南投市,2023/09/08,0.6
南投市,2023/09/09,0.8333333333333334
南投市,2023/09/10,0.9291666666666666
南投市,2023/09/11,1.0458333333333334
南投市,2023/09/12,0.9916666666666666
南投市,2023/09/13,1.0666666666666667
南投市,2023/09/14,1.2173913043478262
南投市,2023/09/15,1.2416666666666667
南投市,2023/09/16,1.0083333333333333
南投市,2023/09/17,0.9041666666666667
南投市,2023/09/18,1.0916666666666668
南投市,2023/09/19,1.0333333333333334
南投市,2023/09/20,1.3541666666666667
南投市,2023/09/21,0.9791666666666666
南投市,2023/09/22,1.1624999999999999
南投市,2023/09/23,1.2166666666666668
南投市,2023/09/24,1.3083333333333333
南投市,2023/09/25,1.6875
南投市,2023/09/26,1.3
南投市,2023/09/27,1.2125
南投市,2023/09/28,1.2333333333333334
南投市,2023/09/29,1.25
南投市,2023/09/30,1.2750000000000001
南投市,2023/10/01,1.5
南投市,2023/10/02,1.6791666666666665
南投市,2023/10/03,1.7708333333333333
南投市,2023/10/04,2.4791666666666665
南投市,2023/10/05,3.170833333333333
南投市,2023/10/06,0.8333333333333334
南投市,2023/10/07,0.7291666666666666
南投市,2023/10/08,1.0458333333333334
南投市,2023/10/09,0.8791666666666668
南投市,2023/10/10,1.0625
南投市,2023/10/11,1.383333333333333
南投市,2023/10/12,1.3291666666666668
南投市,2023/10/13,1.1916666666666667
南投市,2023/10/14,1.0250000000000001
南投市,2023/10/15,1.1958333333333335
南投市,2023/10/16,0.9916666666666666
南投市,2023/10/17,0.9083333333333333
南投市,2023/10/18,1.0208333333333333
南投市,2023/10/19,1.0291666666666666
南投市,2023/10/20,1.6208333333333333
南投市,2023/10/21,1.2041666666666666
南投市,2023/10/22,1.1125
南投市,2023/10/23,1.1869565217391302
南投市,2023/10/24,1.05
南投市,2023/10/25,1.0374999999999999
南投市,2023/10/26,1.3791666666666667
南投市,2023/10/27,1.1291666666666667
南投市,2023/10/28,1.1583333333333334
南投市,2023/10/29,1.1375
南投市,2023/10/30,1.3125000000000002
南投市,2023/10/31,1.0875
南投市,2023/11/01,1.2166666666666666
南投市,2023/11/02,1.2666666666666666
南投市,2023/11/03,1.125
南投市,2023/11/04,1.0833333333333333
南投市,2023/11/05,1.1041666666666667
南投市,2023/11/06,1.1708333333333334
南投市,2023/11/07,1.3083333333333333
南投市,2023/11/08,1.0916666666666666
南投市,2023/11/09,1.2583333333333333
南投市,2023/11/10,1.1708333333333332
南投市,2023/11/11,1.25
南投市,2023/11/12,1.5
南投市,2023/11/13,1.9208333333333334
南投市,2023/11/14,0.9874999999999999
南投市,2023/11/15,1.1041666666666667
南投市,2023/11/16,1.7
南投市,2023/11/17,2.15
南投市,2023/11/18,1.4000000000000001
南投市,2023/11/19,1.1583333333333334
南投市,2023/11/20,1.1291666666666667
南投市,2023/11/21,1.1708333333333334
南投市,2023/11/22,1.2041666666666666
南投市,2023/11/23,1.4416666666666664
南投市,2023/11/24,1.2625
南投市,2023/11/25,0.7708333333333334
南投市,2023/11/26,1.1333333333333333
南投市,2023/11/27,1.0666666666666667
南投市,2023/11/28,1.0125
南投市,2023/11/29,1.1916666666666667
南投市,2023/11/30,1.179166666666667
南投市,2023/12/01,1.4749999999999999
南投市,2023/12/02,1.4625000000000001
南投市,2023/12/03,1.1291666666666667
南投市,2023/12/04,0.8624999999999999
南投市,2023/12/05,1.1624999999999999
南投市,2023/12/06,0.8166666666666668
南投市,2023/12/07,0.9791666666666666
南投市,2023/12/08,0.8166666666666668
南投市,2023/12/09,1.0541666666666667
南投市,2023/12/10,1.125
南投市,2023/12/11,0.9625
南投市,2023/12/12,1.25
南投市,2023/12/13,1.2166666666666668
南投市,2023/12/14,0.9625
南投市,2023/12/15,1.0916666666666666
南投市,2023/12/16,2.120833333333333
南投市,2023/12/17,1.3166666666666667
南投市,2023/12/18,1.175
南投市,2023/12/19,1.5958333333333332
南投市,2023/12/20,1.9833333333333332
南投市,2023/12/21,2.1166666666666667
南投市,2023/12/22,1.6499999999999997
南投市,2023/12/23,0.9416666666666668
南投市,2023/12/24,1.6208333333333333
南投市,2023/12/25,1.2916666666666667
南投市,2023/12/26,0.8458333333333333
南投市,2023/12/27,0.9458333333333333
南投市,2023/12/28,0.8291666666666666
南投市,2023/12/29,0.7749999999999999
南投市,2023/12/30,0.6583333333333333
南投市,2023/12/31,1.0374999999999999
南投縣,2023/01/01,0.5125000000000001
南投縣,2023/01/02,0.99375
南投縣,2023/01/03,1.3604166666666666
南投縣,2023/01/04,0.9520833333333334
南投縣,2023/01/05,0.9749999999999999
南投縣,2023/01/06,1.0520833333333333
南投縣,2023/01/07,0.8
南投縣,2023/01/08,0.9416666666666667
南投縣,2023/01/09,0.9604166666666667
南投縣,2023/01/10,0.9312500000000001
南投縣,2023/01/11,1.2375000000000003
南投縣,2023/01/12,1.0229166666666667
南投縣,2023/01/13,1.0301136363636365
南投縣,2023/01/14,0.9145833333333332
南投縣,2023/01/15,1.4875
南投縣,2023/01/16,1.53125
南投縣,2023/01/17,1.541666666666667
南投縣,2023/01/18,1.5750000000000002
南投縣,2023/01/19,1.1708333333333334
南投縣,2023/01/20,1.1083333333333334
南投縣,2023/01/21,1.2041666666666666
南投縣,2023/01/22,1.2604166666666665
南投縣,2023/01/23,1.03125
南投縣,2023/01/24,1.8395833333333333
南投縣,2023/01/25,1.2958333333333334
